#t,src_x,src_y,src_z,src_qx,src_qy,src_qz,src_qw,det_x,det_y,det_z,det_qx,det_qy,det_qz,det_qw
1449598607792587041,0.0750584747176296,-0.16655353716100485,0.0603025834087757,0.701069517387805,0.701036395271775,0.09204501690670355,-0.09261327743164409,0.07494947637766934,0.3164249954715398,0.18971138000498533,-0.33745074887273563,0.48674204076887084,-0.5125942151312338,0.6216561336039236
1449598611689338922,0.07501127447952675,-0.17499594665278456,0.1249891476291316,0.6723089477705538,0.6728465322359123,-0.2182222313257389,-0.2183054753343893,0.07508084223555643,0.32497188525608994,0.12502034115935123,-0.5719454379386375,0.5724565611874775,-0.4153110988053987,0.4155581701562859
1449598615162504911,0.07493561679244658,-0.16652149413359485,0.18964650208416678,0.7069111459008044,0.6778014465266363,-0.20127892359834237,-0.018671523845246934,0.07497364340923134,0.31639595805181747,0.06031522645441845,0.6663552417505975,-0.5830442306453667,0.4005537845331717,-0.23576849365173608
1449598618912539005,0.17979952758514461,-0.14266235496058577,0.18970105386037595,0.4199148085379871,0.779537822280001,0.31877479713844353,0.3381936810687086,-0.02974209486077288,0.292549480566219,0.06024646582692195,0.779442409392364,-0.41963450991279383,0.3378804765110707,-0.3197079794492588
1449598622413937091,0.18343248331230227,-0.15023796839335302,0.1249288365818656,0.4738844962377098,0.7546729166452069,0.3841109676090959,0.24158029238775425,-0.03349552704787133,0.30026756089939655,0.12503237102968312,0.7545036759120062,-0.474234583007143,0.24140152849555888,-0.3841237630703409
1449598625639638900,0.17976918448096824,-0.14250573124367844,0.060267628972485277,0.5385133688388012,0.8181328350808272,0.19987759363583313,-0.026663895192599416,-0.02982361061704082,0.2925536997300882,0.18962851923852608,-0.6384208976963984,0.4913513892837377,-0.22061958858571815,0.5498359453198147
1449598629238899946,0.26381528682522754,-0.07551677203031625,0.06026455910558626,0.29214798534404723,0.5149180640754332,0.7825022981281771,0.19287067006764927,-0.11385704502549994,0.22559721667887644,0.18970645434988798,0.46365459776724205,-0.03917260965691266,-0.3472534909645485,0.8141897405610674
1449598632833204984,0.2704542738475467,-0.08091932694675501,0.1250178366285215,0.3143414111493245,0.8977548681662323,0.29134682305131804,0.1016990787489552,-0.12047963319471434,0.23078117728997777,0.1250144240447093,0.8407638357729087,-0.2945341230583228,0.15008722331582297,-0.4287652600293505
1449598636182446956,0.26376610075639817,-0.07564190275072559,0.18971172149284865,0.23557431035281629,0.8532877129538811,0.38692188847195247,0.25825622053501096,-0.11376853494085169,0.2255346793190675,0.06026933369269161,0.9033215555725571,-0.27381761316691805,0.21807128872026543,-0.2479495815552638
1449598639266160964,0.3105006730810391,0.021287337310496875,0.1897058780116062,-0.14541837464896357,-0.13954511986454357,0.9753500068814734,0.08984998560241197,-0.16043763029725722,0.12869982048744433,0.060233284952106,0.5672640341905274,-0.16988243841981346,-0.0139387002630157,0.8057029137749251
1449598642430707931,0.31865609870432465,0.01932862441536428,0.1249586477303376,0.034991917815683546,0.3068812107768573,0.9451100735224133,0.10661349392159071,-0.16878325357656737,0.13065895207826783,0.12503806346616064,0.4512771719022198,-0.05053029659985023,-0.09969342331641824,0.8853568910856904
1449598645465073108,0.31035517605550594,0.021284138783207486,0.06024752889513696,0.16988249109464673,0.5671310018075072,0.8058082474986497,0.013245160302748797,-0.16046087804950138,0.1287683956401064,0.18975896548054982,0.4600071012847839,0.06544084986153718,-0.15714697740268085,0.8714446565503581
1449598648282318115,0.3104984980117502,0.12870185176238325,0.060257855447309105,0.1103836001028461,0.16856082155081692,0.9708572076885768,-0.1297651438005925,-0.16043540313424454,0.021263330052417186,0.18962466583454918,0.6859659052188615,0.1700110257307782,-0.013517850239483986,0.7073643302656272
1449598651386929035,0.31874242991332424,0.1305375618811832,0.12497382891344777,-0.017808155677598796,0.1553750476482686,0.9814579360227829,-0.11082321046405236,-0.16873809205061818,0.01944964731159375,0.12500877741819016,0.5838800454425559,0.06607234068621826,0.09087355154066187,0.8040276960158959
1449598654242007970,0.31038616688230736,0.12867186522520593,0.18972590691327706,-0.15771092177168242,0.2908103141552205,0.9414472220089085,-0.06506730750981654,-0.16045829133448525,0.02133432563070778,0.060248792825628006,0.9322648401224736,0.1461328622331878,0.08900903982514952,-0.31875514941151895
1449598657200784921,0.2637741881566107,0.2255334506204244,0.18962377903707606,-0.2583779273348916,0.3862328843745744,0.8533598538420883,-0.2363090466834304,-0.11372805236440277,-0.07551609999281016,0.0603424160788012,0.935701977993045,0.3278622786299349,0.12295936019421823,-0.04300151592814421
1449598660747339963,0.27047906699414054,0.23085436264931453,0.12491490307579933,-0.10228726852493772,0.2920013557102494,0.8976889728996867,-0.3137308255421984,-0.1205185052811857,-0.08084787250002663,0.12499736988376975,0.8408893841565995,0.2943267768618534,0.14955224376228554,0.4288483629682096
1449598664193669080,0.2638528879356111,0.22548545160658634,0.060270165348156324,0.015552832486091019,0.3302603178912072,0.8767904592434889,-0.3491772077436472,-0.11387565428918685,-0.07559023107867348,0.18969253777789907,0.631533030933713,0.3183481874937368,0.14449719366943678,0.6920556504940827
1449598667813591003,0.1797927824906005,0.2925579410820772,0.060274764783067036,0.05785853221442448,-0.32549549787383786,-0.7770644759697275,0.5356079455158856,-0.02984345542757362,-0.14255745441312467,0.18963840429903078,0.5442700438715209,0.45097122226144193,0.29504856857036127,0.6429163384303551
1449598671022986888,0.18347686023385365,0.300337915783224,0.1250125097522744,-0.24153798136034196,0.3845386607318818,0.754121375588451,-0.4744369008029246,-0.03344821899745934,-0.15029976731732078,0.1250162980497046,0.7544612969981249,0.47395356395377763,0.2413435734299852,0.3845899766133599
1449598674981419086,0.17974383083035916,0.29250517016592287,0.1897736232385897,-0.2685869735574454,0.19306421394780132,0.8199536414794967,-0.46718655026925027,-0.029792002412778643,-0.14260031852967642,0.060260934341000105,0.7201539373929623,0.36209804590270595,0.39881354406848163,0.4372768787374797
